Category,ProcessedText,SpeakerDialect
كوميدي,ولا يمكن احبطك ولا احد عزيمتك,Hijazi
درامي,خالد ايش فيك ايش فيك تتاوه وحاط ايدك على خاصرتك سلامات,Najdi
كوميدي,عرفت الحين عرفت ايش بيني وبين ابوي,Khaliji
اطفال,اقول طال عمرك انا لاحظت حاجة بخصوص المريض مرزوق الطيب بدي اقول لك ايه بس ماني عارف كانت هذه الحاجة مهمة ولا,Hijazi
اطفال,اوه يا سعيد انا من اول جالس احاول اركب هذا الجهاز بس شكله كده معقد,Hijazi
درامي,انا اوعدك,Najdi
كوميدي,لكن الموضوع كبر ووصل لها المواصيل,Najdi
اطفال,وبكده احط رجلي في بيت بابا فرحان,Hijazi
كوميدي,ابد ولا اخدت منه ولا انا الله يهداك شبلاك هذا زوج بنتي الله يهديك لا واسمع القهر مو جذي اللي ضاق جبدي مو جذي انا يا خلف العسم اطمع اهل الفريج يقولون ما زوج رحمة لعتيق الا طامع في هالكم مليون اه انا انا خلف اطمع في كم مليون يا جمي,Najdi
درامي,ونص الليل,Khaliji
درامي,بعد صلاة العشاء,Khaliji
درامي,خذ بالك من نفسك حبقى اجي تاني عشان اطمن عليك,Egyptian
درامي,لازم تكون حديد ياخوي علشان تعرف تصد الصدمات,Hijazi
كوميدي,الذهن الذهن اللي هو العقل العقل يعني الاجازة تعيد النشاط والحيوية يا مناحي,Najdi
كوميدي,هذا دش,Hijazi
درامي,ورقة طلاق,Najdi
درامي,وقف صورة ما بفيديو,Najdi
اطفال,طب والنهاية,Egyptian
كوميدي,اخطبوط هذا انا امزح معاكم ولا كذاب نزلوني,Egyptian
اطفال,ممكن يعني ممكن بعد اذنك يا بابا فرحان تستريح شوية,Hijazi
درامي,وهذا ما هو بقليل,Najdi
درامي,وكمان الشيخ عبد الرحمن مستحيل انه يوقع نفسه في الغلطة هذي,Egyptian
درامي,لا تصير متفائل اكثر من اللازم,Najdi
درامي,الكل قاعد يهتم فيها,Najdi
اطفال,لا يا سمورة جده الوحيد هو اللي تعود عليه لكن لا انا ولا انت ولا بابا ولا اي عيلة سعيد تعودنا عليه عشان كده سمورة انا قلتلك انه جده سمعان ما يبغاني في البيت انا لازم امشي واسيب البيت سمورة,Hijazi
كوميدي,ما عليك زود,Najdi
كوميدي,اه انت قلت لي وش تخصصك,Najdi
درامي,ما احب احد يسوي قهوتي احب احضرها بنفسي,Hijazi
كوميدي,لا طاح الجمل,Najdi
درامي,للحين ما فهمتي قصدي,Egyptian
كوميدي,وش تبي به,Najdi
كوميدي,انتظرك بمكتبك,Khaliji
درامي,هذا من هوله يا انسه موبلكم ليل ونهار منهوله ليه ليش تخليني احرق نفسي ليش,Najdi
كوميدي,خلاص يا عيال خزنة خلاص يا ابوي انا من ورايح مالي شغل في بيتكم وانا بروح حجرتي وبالطقاق,Khaliji
درامي,لا تحملني خطاها,Najdi
اطفال,خذ,Hijazi
درامي,هو عمك حسن وده يكون له طفل,Najdi
اطفال,لا لا ما يصير انو احد ياخد حاجة ما هي حقتو,Hijazi
درامي,ويش اخبار سعود,Najdi
اطفال,سوي اللي تبغاه,Hijazi
اطفال,استنى شوية اسمع يا خبير اذا اتصل فيك المسؤول هذا مرة ثانية عشان تصلح له الجهاز واذا رحت عنده لا تصلح الجهاز الا لما تكتشف العطل وتبلغني فيه الاول مفهوم,Hijazi
درامي,ولا عمد بيت شد يا ولدي,Najdi
كوميدي,اي اقول يا اخوي,Najdi
اطفال,عدت خيالات من قدامي وانا بشوف الحفلة وخرجت من قدامي كدة وهما لابسين اسود فاسود,Hijazi
درامي,ماني عارف م متى حرجع,Hijazi
كوميدي,اه,Hijazi
كوميدي,اسمع اسمع,Najdi
اطفال,كنت ابغى اتحمل المسؤولية لوحدي كان لازم يكون في حد منا نحن الاتنين ذهنو صافي على شان ينتبه للجزيرة ومشاكلها,Hijazi
درامي,بس انت اجدع واطيب واجمل ست في الدنيا,Egyptian
درامي,خليها على الله,Najdi
اطفال,جد انا ماني فاهمة هم ايش يبغوا بالضبط من البلد هذي,Hijazi
كوميدي,ومالك الا ولد يقرا عطني شهر بس وكل شيء جاهز ان شاء الله اكيد لا حول ولا قوة الا بالله,Khaliji
اطفال,سجل عندك يا حضرة الضابط,Egyptian
درامي,يلا قم قم طس يلا,Najdi
اطفال,طيب يا يا يا ولدي عا فرحان يا ولدي ارجوك ابوس يدك اسمع كلام دان و و و شان دول هدول هدول عيال القرية و فاهمينها كويس وعارفين الوضع الله يرحم والديك ويرحم ابوك اللي هو انا تسمع كلامهم,Hijazi
درامي,اكيد اني برتبك اذا ايه المكان ما في حد وواحد ضربني من ورا فجاة,Khaliji
درامي,الاوضاع الاجتماعية ودي تطلع اهدي كمان,Egyptian
درامي,سرق كل حقوقي,Hijazi
اطفال,يوه هاي حكاية طويلة المهم ذحين نشوف كيف نحنا نودي سندريلا للحفلة,Hijazi
اطفال,الاسباب كثيرة يا جدو سرحان,Hijazi
درامي,طيب ما لاحظت حاجة غير طبيعية على الدكتور عبد الرحمان,Hijazi
درامي,هل ستخلى عني,Egyptian
كوميدي,اربع الاف ريال حاطها بيدي في الدولاب اجي ماحصلها وين راحت,Khaliji
كوميدي,هي ا خطة خطة مرسومة محبوكة بيستنوا فدائيين لصدام,Egyptian
كوميدي,مش بس زعلانة بصراحة,Hijazi
كوميدي,اقولك بسرعة,Najdi
كوميدي,الا وايش اللي جابك هني,Hijazi
اطفال,اللي مجنني يا بابا فرحان ان اول مرة في حياتي اتخانق مع زوجتي مريم وصوتنا يعلى بالشكل ده,Hijazi
كوميدي,لا بشوربة,Khaliji
درامي,بعدين معاك قرفانة كذا مادالي وجهك شبرين,Hijazi
درامي,شفتي هذه النقطة اللي انا جاعد اتكلم عنها,Najdi
درامي,انا اعطيتك هالبيت لانك انت ساكن عندي من زمان لكن برفع عليك السعر زيك زي غيرك,Najdi
درامي,الحمد لله,Egyptian
اطفال,معك حق معك حق يا مبروك يلا بعدين يلا انت رح,Hijazi
كوميدي,خلي عنك هالكلام و قوم ودني المستشفى او على الاقل روح اسال عن عمتي,Hijazi
كوميدي,انا اللي بجبلتس المريول,Najdi
كوميدي,خلينا نشوف يا محمد,Hijazi
اطفال,الحمد لله الحمد لله,Najdi
كوميدي,ابيكم تشدون حيلكم,Najdi
كوميدي,شو الصرفة,Khaliji
درامي,زبدني ايه,Najdi
اطفال,ارفعي راسك شوية هاهاها,Hijazi
كوميدي,ويش ذي,Khaliji
درامي,غيرواضح اشوفكم تفترقون قدام بعيوني وما ابكي,Khaliji
درامي,خلاص اشتري لها ما شاء الله خير الله موجود,Hijazi
درامي,يا رب يا رب وفقو يا رب,Khaliji
كوميدي,اي ولد,Najdi
كوميدي,دا الحسي اللي تبربر فيها علينا من صبح علينا اللي تسمي تقعد تبربر علينا من الحسي الطويل العريض اللي ما يجيب نتيجة ده حلالنا ده ده الشركة حلالنا,Najdi
درامي,انت عارف ان اخواني كلهم ليه طلبتهم اعطوني وما يقصروا بس بس ما ابغى ازودها يا عصام,Hijazi
درامي,وبعدين يسالم,Hijazi
اطفال,شو,Hijazi
درامي,قالوا طرا,Egyptian
كوميدي,يا بينتى انا شايلة هم المقابلة,Egyptian
كوميدي,عندي مدام وعندي اربعة بيبي انت كل يوم الصبح تمشي تروح تودي الاولاد الصبح تروح الى المدرسة حقت اولاد بعدين ترجع تاخذ مدام تروح توديها للمدرسة,Najdi
كوميدي,ه زين اني ما صدقتكم ولا شان مت من الخوف,Najdi
كوميدي,هذاك شايف الناس ضيعوا بيتنا وبعدين يا بو رويشد دايم زميلاتي يضيعون البيت لان البيبان في الحارة تتشابه,Khaliji
درامي,ماني عصبي بس تنكر اني انا ماني على حق,Khaliji
اطفال,انا لا انكر انني اشتريت دبة من شيخون قاطع الطريق,Hijazi
كوميدي,جنيت انت جنيت يا صقر,Khaliji
اطفال,مدير الشركة مرة وحدة يا بابا فرحان,Hijazi
كوميدي,هذا عرس مو بلوحة سيارة مميزة ابو صادق الرجال بكرا بتطلع رقم مميز وتبي يدفع له اقول,Najdi
اطفال,اسمع شوف لك حل تاني,Hijazi
درامي,هذا امر الله,Khaliji
درامي,يمكن ما يبي فلوس,Khaliji
درامي,وعلموهم,Najdi
اطفال,ان انتي عمرك ما سمعتي كلامي مع السلامة,Hijazi
اطفال,صح ما هي اسباب نزول سورة الشعراء,Najdi
درامي,زواج يا ابو هرسان,Najdi
درامي,علي طول زعلان,Egyptian
درامي,ولدي يطرني من البيت هاهها,Khaliji
كوميدي,انت علمني ايش تبي بالصك وليش ملزم الا تبي الصك وبعدين ليش مصر على انه عمي اهو اللي باع الصك مع ان امي تقول لك ايه ما اعطيته اياه بيده افهم ليش,Khaliji
كوميدي,يعني بهارات روسية ويش الروسية ذي عشان يجعل السوس ياكل اسنانه ونخلص منه,Najdi
اطفال,ما فيها مشكلة ولا شيء,Hijazi
كوميدي,ايه بس ملفه,Najdi
اطفال,يلا يلا قوموا اصحو,Najdi
اطفال,مية كل شيء تمام,Hijazi
درامي,وحامد في السجن يا جاسم,Najdi
درامي,وهو يقودك للمقبرة,Khaliji
درامي,خلاص انت جالس تحكيلي قصة حياتك,Khaliji
اطفال,صدقني صدقني ما في انسان ولا عفرين يسكن الصحراء,Khaliji
اطفال,وقلت تلمه,Khaliji
كوميدي,يفتحها في وشك يا شيخ,Egyptian
كوميدي,ذبحتي خميس,Khaliji
كوميدي,الطلاق دمار وضياع,Egyptian
كوميدي,انتم انتم انتم انتم من انتم,Najdi
اطفال,طيب وما تعرف انه احنا ما نتزوج من الاغراب ولا الاغراب يتزوجوا مننا ولا لا,Hijazi
درامي,هو الواحد كده ما يبقاش ليه نفس لاي حاجة,Egyptian
درامي,ما تقولوا لصالح اني بيعتكم الاراضي هذه,Hijazi
كوميدي,وعزوتي,Egyptian
